sepal_length,sepal_width,petal_length,petal_width,species
5.8,4.0,1.2,0.2,setosa
5.7,4.4,1.5,0.4,setosa
5.4,3.9,1.3,0.4,setosa
5.1,3.5,1.4,0.3,setosa
7.07749600095609,3.5963803040013,4.266118463882176,1.4420971857889926,virginica
5.396520288182774,2.537949469422529,1.6813913756255943,0.1507552392074561,setosa
4.737368367537248,4.185725272396452,3.6890801100183053,0.5856720755085527,virginica
6.202699952311001,2.763123199248726,6.522657063288884,0.4950587621968435,versicolor
7.286324666597195,2.882736282632964,1.8488444045297416,2.3103291339698804,versicolor
5.1,3.3,1.7,0.5,setosa
4.8,3.4,1.9,0.2,setosa
5.0,3.0,1.6,0.2,setosa
7.63792041431879,3.478334507340869,3.046531846755539,1.5181971795554003,setosa
5.98863908726705,2.7452470384929883,2.3963079416857287,1.8904342725842713,virginica
5.2,3.4,1.4,0.2,setosa
4.475642279581157,4.017842233227587,6.287348553854624,0.43659781359666583,versicolor
4.8,3.1,1.6,0.2,setosa
5.4,3.4,1.5,0.4,setosa
7.66558127560074,3.969594014348536,3.75755144917622,1.9834322782052498,virginica
5.5,4.2,1.4,0.2,setosa
4.9,3.1,1.5,0.1,setosa
5.0,3.2,1.2,0.2,setosa
5.5,3.5,1.3,0.2,setosa
4.9,3.1,1.5,0.1,setosa
7.228880152225057,2.897705564209974,6.622106430911495,0.7982028115362847,virginica
5.1,3.4,1.5,0.2,setosa
5.0,3.5,1.3,0.3,setosa
4.768473279489438,2.346429485301392,4.507158616163066,0.45081578606247585,virginica
4.4,3.2,1.3,0.2,setosa
5.0,3.5,1.6,0.6,setosa
5.1,3.8,1.9,0.4,setosa
4.800855257375908,3.6704865159390376,3.779467616244482,1.4565666555548533,setosa
6.918120345828279,3.1506046875052283,4.701122160144415,1.5018351253905655,setosa
6.60598907591611,2.995987743217459,1.5171345239649958,0.3832141650892368,setosa
6.868078825192173,3.91760386824833,3.707603075676206,1.464978870286945,setosa
5.3186118057300265,4.260988931174315,2.4217263925335404,0.39461903778756646,setosa
4.695555123989612,3.1147762847753415,1.2455236257851656,1.2855779661868454,versicolor
5.9,3.2,4.8,1.8,versicolor
6.1,2.8,4.0,1.3,versicolor
6.3,2.5,4.9,1.5,versicolor
6.1,2.8,4.7,1.2,versicolor
5.70964415192514,3.136940590021722,4.846393050921848,2.18197751620558,versicolor
6.6,3.0,4.4,1.4,versicolor
4.891188589723694,3.122051502495869,6.7007682816447725,1.5305021277624948,setosa
6.7,3.0,5.0,1.7,versicolor
6.0,2.9,4.5,1.5,versicolor
5.7,2.6,3.5,1.0,versicolor
4.93649510818573,2.594390277947026,4.536358469972977,2.1989488980099146,virginica
5.922839710010633,4.383226240922841,6.260895870903993,1.896659246696678,setosa
4.858702130450597,2.4722583680307584,6.472619050938396,1.0541876651798576,virginica
6.0,2.7,5.1,1.6,versicolor
5.4,3.0,4.5,1.5,versicolor
6.427268491296636,2.5889001224663097,6.054024276145015,1.9204468716045042,setosa
6.7,3.1,4.7,1.5,versicolor
6.3,2.3,4.4,1.3,versicolor
7.125628163880282,3.7771584161497906,3.6512328626483534,0.7533797484283816,virginica
5.5,2.5,4.0,1.3,versicolor
4.7820039886800725,4.02474295274202,5.701220821118454,0.6583377807194408,setosa
6.339126502386673,2.438866630497976,4.96621654893489,0.77496108121362,setosa
6.257693567096688,3.5332348055400242,6.119659827278467,1.5474571776129415,setosa
5.0,2.3,3.3,1.0,versicolor
4.903641258929378,2.2306598329580436,2.354970576993246,0.4163733226876505,versicolor
5.7,3.0,4.2,1.2,versicolor
5.7,2.9,4.2,1.3,versicolor
6.057212903699339,2.7873464588021664,2.956257084321058,1.3496137659316907,virginica
6.771805357645002,2.468031510182769,3.9873465965617347,1.7662298455429275,virginica
6.4,3.2,5.3,2.3,virginica
7.766641825923301,4.198877519556736,5.128272089483422,0.7380879075028469,virginica
7.7,3.8,6.7,2.2,virginica
4.479813548603942,4.30883026913118,3.8455902779631117,1.9785645454006868,setosa
5.554514243164749,2.5179532155053033,1.6100775095630548,1.510346973226509,virginica
6.9,3.2,5.7,2.3,virginica
5.6,2.8,4.9,2.0,virginica
4.5938839320749105,2.5842112360588763,1.3149534025003349,1.518745158666331,versicolor
7.517773718074837,4.165582607335299,4.06126432628005,0.8582297243939032,setosa
7.636829502592095,2.254690881049764,4.275668449728266,1.6215402680346043,virginica
6.716707801544133,3.425470735150813,5.62499943372784,1.6943524967857302,setosa
5.099678708662879,2.216196993452212,5.642853827262617,1.6956420558208771,setosa
4.507862420987788,3.1607782563111977,2.2660495696352223,1.0804687449391268,setosa
6.4,2.8,5.6,2.1,virginica
6.110044158730367,3.6583012680798817,6.638177216577123,0.787470944516932,setosa
5.087521330001007,2.882712080380209,5.586688545622948,2.4323834225463217,versicolor
7.9,3.8,6.4,2.0,virginica
6.4,2.8,5.6,2.2,virginica
6.103304157933562,3.279555387579946,6.533176084352399,1.472147325702581,setosa
6.94448115000409,3.891024482218846,1.6356715811397897,2.298428428330259,versicolor
5.099214780810202,3.9690739576009784,5.22090206473323,1.8735616093973002,versicolor
6.3,3.4,5.6,2.4,virginica
5.205748968132083,2.2823076235875956,4.273629569409752,0.990213481269853,setosa
6.928257727087576,3.2161299065530526,1.9515034962982507,1.3025074602480726,setosa
6.715814421087164,3.0220470035221623,1.5573533415629401,1.8922950672376624,virginica
6.7,3.1,5.6,2.4,virginica
6.9,3.1,5.1,2.3,virginica
5.822354015040247,3.9908448462652766,1.985140227455453,0.15450897552126514,setosa
7.386910756438581,2.71466686890375,1.3439861759654894,0.7753213408527917,virginica
6.7,3.3,5.7,2.5,virginica
6.7,3.0,5.2,2.3,virginica
4.93309235949609,3.7319048251710196,3.6323220258867814,1.014450942631558,setosa
6.5,3.0,5.2,2.0,virginica
6.2,3.4,5.4,2.3,virginica
5.9,3.0,5.1,1.8,virginica
